address.administrative_area,address.country,address.locality,address.postal_code,address.street,field_office.address.administrative_area,field_office.address.country,field_office.address.locality,field_office.address.postal_code,field_office.address.street,field_office.aor,field_office.email,field_office.field_office,field_office.id,field_office.name,field_office.phone,facility_type.id,facility_type.description,facility_type.expanded_name,inspection.last_type,inspection.last_date,inspection.last_rating,image_url,osm.latitude,osm.longitude,osm.url,name,page_updated_date,phone,population.avg_stay_length,population.female.allowed,population.female.criminal,population.female.non_criminal,population.male.allowed,population.male.criminal,population.male.non_criminal,population.housing.mandatory,population.housing.guaranteed_min,population.ice_threat_level.level_1,population.ice_threat_level.level_2,population.ice_threat_level.level_3,population.ice_threat_level.none,population.security_threat.low,population.security_threat.medium_low,population.security_threat.medium_high,population.security_threat.high,population.total,vera_id,wikipedia.page_url,wikidata.page_url
MO,United States,Ste. Genevieve,63670,5 BASLER DR,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,https://www.ice.gov/sites/default/files/images/detFacGenevieve.png,0,0,"",STE. GENEVIEVE COUNTY SHERIFF/JAIL,2025-08-26T12:37:07.000000+0000,"",21,true,1,6,true,14,62,48, ,1,3,3,76,57,8,14,5,83,"","",""
GA,United States,Lumpkin,31815,146 CCA Road,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-20 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/stwrtga.jpg,0,0,"",STEWART DETENTION CENTER,2025-10-23T10:50:05.000000+0000,"",68,true,71,242,true,702,1080,1354,1600,317,211,199,1368,886,563,348,298,2095,"","",""
NH,United States,Dover,03820,266 County Farm Road,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2025-03-27 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/boston-strafford.jpg,0,0,"",STRAFFORD COUNTY CORRECTIONS,2025-02-10T14:09:44.000000+0000,"",56,true,2,22,true,40,76,56, ,19,11,9,101,37,3,59,40,140,"","",""
WY,United States,Rock Springs,82935,50140 UNITED STATES HIGHWAY 191 SOUTH,CO,United States,Centennial,80111,12445 E. Caley Avenue,"Colorado, Wyoming",Denver.Outreach@ice.dhs.gov,Denver Field Office,DEN,Centennial - ERO,(720) 873-2899,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,OASIP,2025-05-08 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detFacSweetwater.png,0,0,"",SWEETWATER COUNTY JAIL,2025-02-10T14:15:06.000000+0000,"",10,true,0,0,true,5,4,7, ,3,0,1,5,2,3,4,0,9,"","",""
TX,United States,Taylor,76574,1001 Welch Street,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,CDF,Name derived from listing at https://www.vera.org/ice-detention-trends,Contract Detention Facility,Office of Detention Oversight,2024-12-19 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/ccahutx.jpg,0,0,"",T DON HUTTO DETENTION CENTER,2025-02-10T14:06:31.000000+0000,"",25,false,0,0,true,145,296,220,461,63,49,55,274,234,48,102,56,441,"","",""
UT,"",TOOELE,84074,47 SOUTH MAIN STREET,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2024-12-05 00:00:00,Pass,"",0,0,"",TOOELE COUNTY JAIL,,"",3,true,0,1,true,3,5,5, ,0,0,0,9,3,4,1,1,9,"","",""
NM,United States,Estancia,87016,209 County Road 49,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-10-24 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/dfTorrance.jpg,0,0,"","TORRANCE/ESTANCIA, NM",2025-11-03T02:16:03.000000+0000,"",32,false,0,2,true,64,416,192,505,8,9,35,431,381,102,0,0,482,"","",""
OK,"",TULSA,74103,300 NORTH DENVER AVENUE,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Office of Detention Oversight,2024-09-19 00:00:00,Pass,"",0,0,"",TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),,"",12,true,1,9,true,9,40,16, ,2,1,0,55,46,7,4,2,59,"","",""
FL,"",MIAMI,33166,7000 NW 41ST ST,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement, , , ,"",0,0,"",TURNER GUILFORD KNIGHT (TGK) JAIL,,"",1,true,0,1,true,1,5,2, ,0,0,0,7,3,1,2,1,7,"","",""
ME,"",WISCASSET,04578,522 BATH RD,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",TWO BRIDGES REGIONAL JAIL,,"",83,false,0,0,true,3,7,6, ,2,0,1,7,0,0,5,5,10,"","",""
WY,"",EVANSTON,82930,77 COUNTY ROAD 109,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,IGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts for bed space via an Intergovernmental Service Agreement; or local jails used by ICE pursuant to Intergovernmental Service Agreements, which house both ICE and non-ICE detainees, typically county prisoners awaiting trial or serving short sentences, but sometimes also USMS prisoners.",Intergovernmental Service Agreement,Pre-Occ,2025-06-27 00:00:00,Pass,"",0,0,"",UINTA COUNTY JAIL,,"",4,true,0,1,true,4,11,8, ,0,0,0,16,5,8,2,1,16,"","",""
TX,"",DEL RIO,78840,253 FARM TO MARKET 2523,TX,United States,San Antonio,78217,1777 NE Loop 410 Floor 15,Central Texas,SanAntonio.Outreach@ice.dhs.gov,San Antonio Field Office,SNA,San Antonio - ERO,(210) 283-4750,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2022-12-08 00:00:00,Pass,"",0,0,"",VAL VERDE CORRECTIONAL FACILITY,,"",0,true,1,0,true,2,1,3, ,0,0,0,4,1,3,0,0,4,"","",""
TX,"",VICTORIA,77901,101 NORTH GLASS STREET,TX,United States,Houston,77060,126 Northpoint Drive,Southeast Texas,Houston.Outreach@ice.dhs.gov,Houston Field Office,HOU,Houston - ERO,(281) 774-4816,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",VICTORIA COUNTY JAIL,,"",1,true,0,0,true,0,14,0, ,0,0,0,14,0,14,0,0,14,"","",""
FL,"",DEFUNIAK SPRINGS,32433,40 SHERIFF CIR,FL,United States,Miramar,33027,2805 SW 145th Ave,"Florida, Puerto Rico, U.S. Virgin Islands",Miami.Outreach@ice.dhs.gov,Miramar Sub Office,MIA,Miramar - ERO,(954) 843-5800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",WALTON COUNTY JAIL,,"",2,true,0,0,true,4,17,8, ,0,0,0,21,12,6,2,2,21,"","",""
AR,"",FAYETTEVILLE,72701,1155 WEST CLYDESDALE DRIVE,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2025-04-24 00:00:00,Pass,"",0,0,"",WASHINGTON COUNTY DETENTION CENTER,,"",2,true,0,0,true,1,5,4, ,0,0,0,7,1,4,2,0,6,"","",""
UT,"",HURRICANE,84737,750 SOUTH 5300 WEST,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2022-02-10 00:00:00,Pass,"",0,0,"",WASHINGTON COUNTY JAIL,,"",7,true,0,0,true,4,6,6, ,1,1,1,8,5,4,0,0,10,"","",""
NV,United States,Reno,89506,911 E Parr Blvd,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-11-07 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/slc-wcjjpg.jpg,0,0,"",WASHOE COUNTY JAIL,2025-02-10T14:08:27.000000+0000,775 328 3308,10,true,0,0,true,24,22,23, ,13,3,4,26,3,16,14,13,46,"","",""
WI,"",WAUKESHA,53186,515 WEST MORELAND,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-07-10 00:00:00,Pass,"",0,0,"",WAUKESHA COUNTY JAIL,,"",3,true,0,0,true,1,2,2, ,0,0,0,3,2,0,1,1,3,"","",""
TX,"",LAREDO,78401,9998 SOUTH HIGHWAY 83,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-02-06 00:00:00,Pass,"",0,0,"",WEBB COUNTY DETENTION CENTER (CCA),,"",58,true,4,10,true,57,360,211,250,21,15,25,370,314,18,48,51,431,"","",""
UT,"",OGDEN,84404,721 WEST 12TH STREET,UT,United States,West Valley City,84119-6096,2975 Decker Lake Drive Suite 100,"Utah, Idaho, Montana, Nevada",SaltLakeCity.Outreach@ice.dhs.gov,Salt Lake City Field Office,SLC,West Valley City - ERO,(801) 736-1200,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",WEBER COUNTY JAIL,,"", ,true,0,0,true,2,4,3, ,0,0,0,6,2,3,0,0,6,"","",""
TN,United States,Mason,38049,6299 Finde Naifeh Drive,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement, , , ,https://www.ice.gov/sites/default/files/2025-10/detFacWestTennessee.jpg,0,0,"",WESTERN TENNESSEE DETENTION FACILITY,2025-10-07T07:36:15.000000+0000,"",16,true,0,0,true,13,71,26,450,6,2,6,70,61,10,10,3,84,"","",""
VA,"",SALEM,24153,5885 W RIVER RD,VA,United States,Chantilly,20598-5216,14797 Murdock Street Mail Stop 5216,District of Columbia and Virginia,Washington.Outreach@ice.dhs.gov,Washington Field Office,WAS,Chantilly - ERO,(703) 633-2100,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement, , , ,"",0,0,"",WESTERN VIRGINIA REGIONAL JAIL,,"",3,true,0,0,true,1,1,1, ,0,0,0,2,1,0,0,0,2,"","",""
LA,United States,Winnfield,71483,560 Gum Spring Road,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,DIGSA,"A publicly-owned facility operated by state/local government(s), or private contractors, in which ICE contracts to use all bed space via a Dedicated Intergovernmental Service Agreement; or facilities used by ICE pursuant to Intergovernmental Service Agreements, which house only ICE detainees – typically these are operated by private contractors pursuant to their agreements with local governments.",Dedicated Intergovernmental Service Agreement,Office of Detention Oversight,2025-01-16 00:00:00,Pass,https://www.ice.gov/sites/default/files/images/detention/winn.jpg,0,0,"",WINN CORRECTIONAL CENTER,2025-06-23T03:19:02.000000+0000,"",70,false,0,1,true,390,1112,961,946,176,93,120,1114,915,169,247,171,1503,"","",""
IA,"",SIOUX CITY,51101,407 7TH STREET,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Operational Review Self-Assessment,2025-06-26 00:00:00,Pass,"",0,0,"",WOODBURY COUNTY JAIL,,"",44,true,0,3,true,21,27,29, ,4,4,8,35,21,14,9,9,51,"","",""
RI,United States,Central Falls,02863,950 High Street,MA,United States,Burlington,01803,1000 District Avenue,"Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Boston.Outreach@ice.dhs.gov,Boston Field Office,BOS,Burlington - ERO,(781) 359-7500,USMS IGA,A USMS Intergovernmental Agreement in which ICE agrees to utilize an already established US Marshals Service contract.,United States Marshals Service Intergovernmental Agreement,Office of Detention Oversight,2024-09-19 00:00:00,Pass,https://www.ice.gov/assets/pages/detention/facilities/wyattDetFac.png,0,0,"",WYATT DETENTION CENTER,2025-02-10T14:12:17.000000+0000,"",45,false,1,2,true,36,76,57, ,19,4,7,85,41,6,39,29,115,"","",""
NY,United States,Binghamton,13905,155 Lt VanWinkle Drive,NY,United States,Buffalo,14202,"250 Delaware Avenue, Floor 7",Upstate New York,Buffalo.Outreach@ice.dhs.gov,Buffalo Field Office,BUF,Buffalo - ERO,(716) 464-5800,"","","","",,"",https://www.ice.gov/sites/default/files/2025-11/detFacBroome.jpg,0,0,"",Broome County Correctional Facility,2025-11-20T08:28:32.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
TX,United States,Laredo,78046,9998 S Highway 83,TX,United States,Harlingen,78552,1717 Zoy Street,South Texas,Harlingen.Outreach@ice.dhs.gov,Harlingen Field Office,HLG,Harlingen - ERO,(956) 389-7884,"","","","",,"",https://www.ice.gov/sites/default/files/images/detention/webbCountyDF.jpg,0,0,"",CoreCivic Webb County Detention Center ,2025-02-10T14:16:46.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
OH,United States,Stryker,43557,3151 ROAD 2425 ROUTE 1,MI,United States,Detroit,48226,985 Michigan Avenue Suite 207,"Michigan, Ohio",Detroit.Outreach@ice.dhs.gov,Detroit Field Office,DET,Detroit - ERO,(313) 771-6601,"","","","",,"",https://www.ice.gov/sites/default/files/images/detFacCCNO.png,0,0,"",Corrections Center of Northwest Ohio (CCNO),2025-05-06T04:24:48.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
AZ,United States,Eloy,85131,1705 E Hanna Road,AZ,United States,Phoenix,85004,2035 N. Central Avenue,Arizona,Phoenix.Outreach@ice.dhs.gov,Phoenix Field Office,PHO,Phoenix - ERO,(602) 257-5900,"","","","",,"",https://www.ice.gov/sites/default/files/images/detention/eaz.jpg,0,0,"",Eloy Detention Center,2025-11-13T05:07:35.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
TX,United States,El Paso,79936,6920 Digital Road,TX,United States,El Paso,79936,11541 Montana Ave Suite E,"West Texas, New Mexico",ElPaso.Outreach@ice.dhs.gov,El Paso Field Office,ELP,El Paso - ERO,(915) 225-1901,"","","","",,"",https://www.ice.gov/sites/default/files/2025-09/detFacFortBliss.jpg,0,0,"",ERO El Paso Camp East Montana,2025-11-07T10:08:27.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
GA,United States,Folkston,31537,3262 Hwy 252E,GA,United States,Atlanta,30303,180 Ted Turner Dr. SW Suite 522,"Georgia, North Carolina, South Carolina",Atlanta.Outreach@ice.dhs.gov,Atlanta Field Office,ATL,Atlanta - ERO,(404) 893-1290,"","","","",,"",https://www.ice.gov/sites/default/files/2025-09/detFacFolkstonDray.jpg,0,0,"",Folkston D Ray ICE Processing Center,2025-11-07T06:03:07.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
LA,United States,Angola,70712,17544 Tunica Trace ,LA,United States,St. Rose,70087,181 James Drive W,"Alabama, Arkansas, Louisiana, Mississippi, Tennessee",NewOrleans.Outreach@ice.dhs.gov,New Orleans Field Office,NOL,St. Rose - ERO,(504) 599-7800,"","","","",,"",https://www.ice.gov/sites/default/files/2025-09/detFacAngola.jpg,0,0,"",Louisiana ICE Processing Center,2025-09-12T08:52:28.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
NE,United States,McCook,69001,2309 US-83 N,"","","","","","","",St. Paul Field Office,"","",,"","","","",,"",https://www.ice.gov/sites/default/files/2025-11/detFacMcCook.jpg,0,0,"",McCook Detention Center,2025-11-17T08:03:16.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
IN,United States,Bunker Hill,46914,3038 West 850S,IL,United States,Chicago,60605,101 W Ida B Wells Drive Suite 4000,"Illinois, Indiana, Wisconsin, Missouri, Kentucky, Kansas",Chicago.Outreach@ice.dhs.gov,Chicago Field Office,CHI,Chicago - ERO,(872) 351-3990,"","","","",,"",https://www.ice.gov/sites/default/files/2025-10/detfacMiamiCorrectionalFacility.jpg,0,0,"",Miami Correctional Facility (MCF),2025-10-21T03:42:17.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
FPO,Cuba,FPO,34009,AVENUE C PSC 1005 BOX 55,"","","","","","","",Miami Field Office,"","",,"","","","",,"",https://www.ice.gov/sites/default/files/images/detFacNSGB.png,0,0,"",Naval Station Guantanamo Bay (JTF Camp Six and Migrant Ops Center Main A),2025-05-06T04:22:09.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
TX,United States,Haskell,79521,118 County Road 206,TX,United States,Dallas,75247,8101 N. Stemmons Frwy,"North Texas, Oklahoma",Dallas.Outreach@ice.dhs.gov,Dallas Field Office,DAL,Dallas - ERO,(972) 367-2200,"","","","",,"",https://www.ice.gov/sites/default/files/images/detention/haskltx.jpg,0,0,"",Rolling Plains Detention Center,2025-02-10T13:53:38.000000+0000,"",0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",""
NE,United States,McCook,69001,2309 North Highway 83,MN,United States,Fort Snelling,55111,1 Federal Drive Suite 1601,"Iowa, Minnesota, Nebraska, North Dakota, South Dakota",StPaul.Outreach@ice.dhs.gov,St Paul Field Office,SPM,Fort Snelling - ERO,(612) 843-8600,Pending,Facilities discovered through other means that may become ICE/DHS facilities,Pending Classification and Inclusion,"",,"",https://corrections.nebraska.gov/sites/default/files/2024-08/wec_thumbnail.jpg,40,-100,https://www.openstreetmap.org/way/456014773#map=19/40.228251/-100.648001,Work Ethic Camp,,308-345-8405,0,false,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,,"",""
